node,count,star,friends
DiaxxDCg4Pd7moMLBv6dSg,299,3.51,149
sSveQQvgkDrPbpopNvbPSw,556,3.71,750
NsFfswfKLCRb05F0rV3kvw,362,3.8,587
DAT62jCDMV-lW15CDZgyqQ,697,3.53,978
w9H6jIZ6Hn9vcMLaCSTvXA,129,4.01,122
xZfssbFXzM3-sGQPj44R5w,381,3.62,144
LmyFJjlNfmUwKXR2-fU9ng,398,3.95,350
r6WUdUw6MYnF37ytf1lumQ,1158,3.79,1555
6WG2IGTVr-xKn0pYQZJGjw,323,4.19,1121
Dd1dgVrK-v4J8vDkKFja1g,101,3.6,352
jYowMfO4Gzh_kuwgFS_oyA,735,3.34,1645
Tqm7Wu7IBJ1td3Ab5ZpUhw,1996,4.27,934
GawyLibaMGt3PCsv-hI5sA,458,4.05,1404
eODsmWK_ybaveauNEAw2og,268,4.06,668
EQW4L0HLm8pXqFMN8xPwrQ,121,3.78,99
tzG3L3w6xoVCosM_L3T4ow,961,3.87,318
YttDgOC9AlM4HcAlDsbB2A,4478,3.57,6941
rpSICbwXxHsvtzCT3GLxxw,319,3.54,401
hPstxXsoJhVo9UBNwD-wWQ,204,3.82,704
henDqMyd5F1K6jBnHTrYqQ,569,3.56,397
fX2eLAYd9ufkCrBJdZF3Ag,666,3.89,652
7lq0aObOwhFmO7PlYCbwdA,645,3.75,700
15BKwnXn3VHHfbgU7eY5bw,303,3.99,519
PKaRDtzLIO7BznR4HmMGLw,479,3.98,366
uMn7wkivl82sjv0-H6wlpw,509,4.03,379
m9oVFC5s03j2nEHgdqIlgw,439,3.75,2370
8RgOu1xfIYeNHTWtW4FaMQ,270,3.44,292
g4GOmL5pVrGLXSf98HaqOw,183,3.9,333
xTGpw0x5EUj11YFhwr6m2A,1303,3.38,852
40KfMMPq7L3EGReF9x-wLA,595,3.59,175
jqp5BEMzEUIWTCt6pezS2Q,876,3.87,497
wZPizeBxMAyOSl0M0zuCjg,5002,3.65,3961
gmZJApB8fQeJbo_GuggTaw,116,4.29,198
Lb37hatAjI3fgHEh2lMNEw,1319,3.74,315
sYzWI7uUvEGM9G8EDrT6zw,955,3.98,1053
kFtpOzWygqAENd6oKrkefw,983,4.02,1108
vt4nvD7FNvIMel47ikMifQ,510,3.71,298
Xw7ZjaGfr0WNVt6s_5KZfA,2272,4.1,1257
Oo_f1n10rb8T-qHGNJDJ5A,94,4.27,1736
DVhrMMjptaGyUYxyNj9gtQ,276,3.74,567
8I2EXsSuXFOhRhQFfi3yjA,160,3.56,464
6l7VXFVWb79Cv0vezDvq2Q,771,3.75,1479
DEPMQyR48EZt_UagYjUdAQ,164,3.72,409
nW7kOwA42JlgOufVxprPZw,638,3.63,500
A-HI7Mcr_-SL60T3WvSjiQ,614,5,651
DqvPZh-crUdz4vN4tuVw-Q,873,3.75,756
d0yPidFLXxYInBxZ9adZ2g,421,3.88,277
oO6VCmISYMtSbuKZpS2UmA,291,3.83,792
Q_8qAEFkzrzTVAJhLsxmBg,502,4.24,1154
2oiPE2rww3Ofw09aishi2A,140,3.97,4599
5hS9juuaN3kTV5f13nfFZQ,271,3.95,510
OUDaJuPhq5dHi6XRPAGTCg,908,3.4,296
F_5_UNX-wrAFCXuAkBZRDw,1237,4.09,8809
hT3pnZ6HR7oLDE-LfxAElQ,118,3.35,39
ave8KtOQ9T7kPuY4Gd_ypA,35,3.07,11
BDHDu2gEcRS6d4qz8yf7zg,419,4.08,1070
O8RYLkWNmZYr2HgKWsmwiQ,899,4.17,422
KMKokAO3wQQxQq4qE0Kerg,513,3.55,360
fjDC4nvFCx7So-oScD_ckQ,452,3.7,1983
coEX0WGa92jJZ0Wgn1WRMg,225,3.51,220
3yBusRwPYtMCpaBkEyhyJw,441,3.54,2535
p-8vlScJDlYfmDQoKAmshg,197,4.03,447
Ot7pvG56inGGnXYM0O7ofw,169,3.62,375
gBCD81-Xg9wi4EijvEKfOQ,98,3.84,45
FVbtQgcCmWmQ-D6IR5BfZg,911,3.67,874
YXRbcWEAULrYPTkJBOhbVw,56,4.07,95
R5lhVvcJ7tNx9-Pe2-j8Pg,297,4.17,144
TXIAACLEBGecBvfj5gZP1Q,122,3.79,142
pD4c0eVE0ImAgcag4w4-lA,1688,3.91,816
M19NwFwAXKRZzt8koF11hQ,1357,3.72,898
fAsh__fjTwrWOF1b851bRw,149,3.72,93
qiulHWLvkwKIvrURKNHz3w,78,3.44,86
q_QQ5kBBwlCcbL1s4NVK3g,1221,3.85,5843
DeKFMZ6hw954cnLuc9X-7A,130,4.02,637
CFluqd6GuDc8ftkJUe5PPg,168,3.4,109
LZZJ6WvAD0nsm4Qz3hWZyA,40,3.56,54
VxRCdLqDjVzCd3RGauIgig,1392,3.73,735
4qJME-01inmlf4ysMKPeNg,796,3.67,377
rnfgjemszUlQx6U_-PO63w,812,3.12,277
coiOblhjUqN12lMKI9kUsA,551,4.3,768
r1AVLdGIUI4pMjnTZgi1aQ,172,3.82,212
g1cwG-9BWx5HvlrKPIbs9w,379,4.22,662
Bgq_hw6TwOtkTuKIjEBZIg,127,3.68,867
7vvq7TH8AbGw8mUVzSspIw,206,3.62,167
AjCJZ_Ns1vJZ-GvTe3kbfA,247,3.78,265
FAQ5CKQghSfGUHKKnE7QFA,72,4.4,182
f3YtzEHmXcX80GlMNo_cww,144,3.57,96
bsMGQruRQGgQZK4KA9Q4Aw,1796,4.23,4739
KB8Z9UY9qBSMIqNVCl07hg,609,3.81,475
W2KKFZ5mrl3Qd70ni5eNnw,470,3.88,965
yiltG6jQotF4UQ0_P5HP2Q,253,3.73,496
nukHB966VEakl6heCicFTw,412,3.98,261
O7XhauJnf5aNTLcwXxU0dw,331,3.77,311
oH9K7eCuNsYr6MmlM2ZjUg,1465,3.88,610
CY9iLsE2z_yLhLqJdD1WGw,1489,4.18,4211
kD_EKAcCpr5uPF4I8Za96g,314,3.67,556
_Oz_-_BrfcxqR3Uvwd4-BA,340,3.75,352
eFpTzZZOmeDXpuFojR7dUg,207,3.49,275
nkN_do3fJ9xekchVC-v68A,1366,3.7,6849
hZanPdOrFBcYSl8zmbFC7w,348,3.54,254
qI3uzegMdq3q3WxAajECGw,961,3.89,4102
1UxKcP2FG9Z8cwVs1RgK7Q,37,4.33,958
Iaza8oJkgHS-OXT4bdndBA,112,4.15,187
ACvkHx_O0G7e6b3SeQfxxg,180,2.93,141
KYtrBL_Cp1CudlGC1XiiSA,1300,3.86,1060
BujvYvqpupySiAD9ykhXqg,286,3.92,1295
mWWvFiZiPyDfucGZkaoi1Q,410,4.05,526
f1AL0FWLYY3LL4NcMa6jmg,118,3.41,43
HxEySTkc-e2vg3Nmv2uzYg,249,3.56,184
HIoLZjbbstCXkvlwkULO9A,334,3.97,430
mcG523uA11CIk8OP4ieRGQ,348,4.25,1871
Ba_cWbzh2Wghm9runQ0WUQ,645,3.78,483
_id_cy6kweRsArTUny0XbQ,386,4.09,534
SIZOfo7jTjCXnL8ZtpM2aw,1571,4.34,1309
H3wPBzQCKCKiHcV7GZK4kg,383,4.33,639
UCQXjZTdPrq7FZ9eGQnkaQ,157,4.15,104
9GhiQOLaM6ZGrrFG-SppwQ,1690,3.99,1489
RRtMl0kS2ntfoxcQPJcmZA,1339,3.7,1296
wPGr4U0rKgKH8XNSSfWrFQ,1199,3.97,635
04VUNbOYQczWzwZqNyGaAw,377,3.92,307
xOlQ8ZLzlhnMYtfda9zUKg,454,3.79,665
2KngCXOz9cq1wQdl1b57WA,503,3.37,1431
ajxohdcsKhRGFlEvHZDyTw,749,3.74,596
37cpUoM8hlkSQfReIEBd-Q,1882,4.39,5685
uhOmmaB3qFi-QsPfQKg3ww,473,3.44,1831
Tscr5pTIelnAYT4WDuGofA,424,3.6,775
0V4Ra6jCmSAgFtCiORr4QA,850,4.1,4631
2oUamc-HqV64jIiTdvpOhQ,340,3.17,121
qwONwL783a0hvPQl2TVWjg,613,3.55,1275
-8lbUNlXVSoXqaRRiHiSNg,1575,4.16,625
3-t_uaPKVQQmOUAIu7C-PA,970,4.01,4863
yxZXoPPQg8oXu5My-BRfBA,282,3.97,216
DvWM62NWf2MV1EpN7T8S1A,220,3.7,810
USZx-55MA2-lG2hBu6PWJA,1045,3.76,2323
ITa3vh5ERI90G_WP4SmGUQ,3193,4.01,6417
L-lTRR5cJWoTWZK6fdSAQQ,148,3.78,251
h4o8e_Xbca2kXQO_vzOqgg,734,3.99,1787
C2C0GPKvzWWnP57Os9eQ0w,1132,3.64,889
zbgP8acP_qBlC6qtddNQiA,426,3.79,926
00umt4xnFvEWEN6vEc5RBw,163,3.62,220
BxNBl3VrzLBAkwpJ3EUgXg,791,4.08,434
6s-g2vFu12OemhiK3FJuOQ,2388,3.8,4449
coKnuxLznH0FHb34m4ZLCw,532,4.09,747
cFGODGxDp4uiSVsnMGG8ug,82,3.87,628
Wvdus3DyQLqhNJXuB8t0aw,225,4.17,948
e_qnJqm6m4BKlNDp6-iO4Q,1150,3.85,296
XulQ1xBsj7jEmaRIetoHfA,52,3.62,137
kMFLNwoV2V3erlzrS8L3Ng,16,4.52,269
_E55SxVYBKgikHwBx4awgA,5,4.8,23
KDewJBJknfWvQyHHFNbfdg,892,4.14,3964
djxnI8Ux8ZYQJhiOQkrRhA,2506,4.15,8858
vRjVhl3ONG2GfWY4NXJZbQ,649,3.35,5751
oaEISy8gzI8KFmbY0cVmNQ,397,4.25,1030
AYQGK2AZkIPkrqgAb72Qkg,252,4.75,5796
OtbooagsCGPM00ZbDOyPgw,856,4.19,1627
qQ5SfcLK_KNR4jBWDDXU4g,85,3.45,223
INxvh4Rixsdfzh6PcWc_pw,1144,3.53,5367
Rrmb6UQUR-U3an6wy2h9wA,468,3.68,1163
TlwQelrMn4RGQHy-LrjEGQ,129,2.96,97
yzRzk8E-cXPHj4P7Ve3I3w,743,3.41,536
7IV3JXTXufasWNSkDEdrcQ,828,4.52,5912
b_hOVL43ocK8Shn91hdlHQ,393,4.05,5069
aEIGYmm0mD5ZZgGthwIRNQ,216,3.63,730
w7RP1MZad3YO7Vjgp3s3Dg,1793,3.65,4212
_pMzR6yoPbU98t-NH8TZ3w,369,3.96,914
eYd1sygl0Thd2JRQTVgX5A,939,3.84,5445
P_bWyqJNstfYrFSLQjGrrQ,186,4.68,300
fktnDzpjYBUG5a-w_xq01A,154,3.96,258
5-dGV2Ci9S-gSUc__GIyvQ,1030,3.65,469
Rhfxq55DwP3DIgqqYETlrw,12,3.77,37
35uHDsVOEsWbLdEg8Ttobg,397,3.68,200
R7atWnGlDkXTzS78iwH7Xg,329,3.65,253
7-3hVAMj42uAyc3oiVIlQA,252,3.87,429
Bsbumyr3Of8BauN2URK4bg,607,4.47,2005
mvZnbQ9XcMcBMCTASry-Aw,195,3.93,656
TQXtrSpsUyvHMriX8hvNWQ,144,3.81,34
9P8-9EUP-aEnuisqUYt5jQ,747,3.92,292
dIIKEfOgo0KqUfGQvGikPg,2196,4.1,6372
bE7Yd0jI_P6g27MWEKKalA,114,3.78,68
sm6AzP6HSQhI9j9V_oiPWA,1203,2.93,958
7iF-6RIVvUfk_ibomp5Xig,361,3.57,409
D2b4DENpkezsw90fC2vWdw,439,3.35,191
_vCmeBPEQR9BPD_vGMB7Ww,305,3.86,184
pFBeUN4O6mgChLfYI9oIPQ,1118,3.64,856
dbrGVOcscXUQjQGi_0bnaQ,151,3.85,389
dxcW0r4bQKzrNs5QrCMJAw,40,4.25,216
AFdDw-Hxmyzadm8yK-XCig,102,3.85,55
vXrUBAIN4aoCt7F5p0kU_g,2248,4.1,274
ipleTHGh9KR8hO5U1yxzXw,1000,3.64,894
ylnlAS9bCbxEcPRfxuhJCQ,979,3.69,883
xYUequ2aqMzq8kjfFMFVPg,882,3.71,980
2tFPaTjdI7VD-ADHM9Iupw,115,3.87,13
o9Oh-hqAvwbGckXKD0zeeA,305,3.59,41
bfp-amP5ZqBQSzurC0ALAA,109,3.92,52
Z0yHptbS93271s_h6LJOMw,1435,3.32,2379
LDxGB8GDYZ71AY1qHQt_Rg,279,4.19,342
woW3EEoyj5M42Z7yXLhNLg,115,4.01,384
FHbWz5kgIXBcDHdNfCLhNg,191,3.89,248
ZIowdUve-IjIN-EgQIwCLA,348,4,495
u7_qkKX5nOm6y5wc5pbmwg,116,3.89,317
o-BojOEN9eiep1YqysF9IA,352,3.66,177
DXh8yxwZCg5Ckj5kmDvKXw,972,3.97,2075
wVpwTZ0ynSgHWn_tgzx2vg,322,3.72,412
eHSoWoI6OKzRxI933UnXTg,458,4.16,326
XsFTrDbmDw7O_9rdfKmzvA,785,3.84,452
IkRib6Xs91PPW7pon7VVig,128,3.96,825
KBNceewFFeTK-vnv6Y-s7Q,194,3.67,102
J30RQYQUApVezcRJB9iqxQ,117,3.57,53
ZLCJjYA9sYaK2zKBiyB5uw,359,3.8,368
VsbMF_Cp7zBPHErO9amQwA,91,4.06,555
hhIYp_VDKZSzMecFF3YJAg,146,3.35,353
0zRLjgw0PQUwqiUCOIgShQ,535,3.81,1613
pgTz-Ds6WvS8qFOsRekG9A,255,3.39,368
JUcKPkZRza8i3n3qD1KbVQ,450,4.08,243
0akzRgQvprw7OvzTGLYqqg,18,4.1,257
A0V_Uv1TjaFdVJguc_BwZw,251,3.81,98
hCIAOge9ebt0f8UL1sXCQQ,149,3.69,610
PFLvbX6oXX5LB90G1W7Ddw,50,3.65,45
Dq_Jkpx4xpbh4iofayOr6g,1113,3.92,1460
izWQ31BX6EMK1Syu9rTqEw,66,3.76,20
YYp0u5yzeNU5QhU3LeBcaw,118,4.23,94
rC6wWWFJyuvChCutO5LZgw,109,3.33,224
5dSTzpSmRSUXMshVJLeAgQ,38,3.89,346
TiPH2ZwSX53uK7IvFSHVYg,1028,3.55,1486
CQUDh80m48xnzUkx-X5NAw,4216,3.91,5195
21QDiOO3x_Fv5b0LK4P0Dg,947,3.92,1079
bURBDO2lgSrxnth2P7v3Gw,1559,4.21,732
rqv9mIc9pj9R_b0MIm_fzg,334,4.01,1566
mAhty2OHDTtLm00quB5Xjw,889,3.4,501
UKsBKla6IjgOeKe_UC5Dbg,486,3.94,479
dR_r5k2quiaXvZ4BlTqhsg,432,3.49,263
adAd_OECWBkwuwuL7yrNUA,11,4.36,54
0oaw0k-sWd2LIkFakPTivQ,61,4.05,144
ouMycWDrrDuc42l_fOsRBA,56,4.23,569
MurRkRS5aYaa1IfaRY20_Q,2226,3.65,929
AnPUDSgbEhEDveaq_GmnDA,516,3.75,581
HppurP7b32I6adx6KL-ggw,203,3.67,120
a-9t439Vd_-AXaiIgYVqig,814,3.62,1243
JZ7RPFpDhPHa4ay_wTnRDA,1003,3.38,747
8k3aO-mPeyhbR5HUucA5aA,16978,3.35,5777
y8aWXOimQ9ZgUgZ6q--nCQ,472,3.93,1716
TtwhWwNSqDv64M2EnYZE8g,847,3.76,654
Wwd1itJKifCiPPpZeF8sBA,335,4.19,367
vssJ80skEcuR90RYb2SgWQ,187,3.92,538
s1kcPeZm4tueIoC0mnafCg,436,3.45,257
xIfnf96DpDOqK8x9Jtvlqg,500,3.65,183
3Zl3RokY8eyRJQbbQmuOuA,441,3.41,330
oSN3M4_WKdlTsnpgqPDiBg,2012,3.97,1298
u6eD-8eEfkOYcTfsKzgEsQ,57,4,56
af6ayEH9BzsOPQRoxKNE0Q,174,3.25,394
AiIq6HczkpjIN7FWIci59w,14,3.9,828
vH6vXJrIT8WbdHkN0O99ow,301,3.69,251
dkPitw1Vt4vJ3_zbaU9AYw,336,3.84,372
J7duvaxtVGPguXs5rlhDLg,790,3.73,520
k9sVFmF59g8_Fl90fTjOKA,121,3.99,468
1UnZiZiuDLYxDmE2uzvB4A,413,3.54,2649
n1-8U3RTElrCRrfKCHj3hQ,36,3.06,121
dHxvSPU6PZqX1LQRXajGDQ,2070,3.88,1116
nnwBdqGHIAJQ5QX9lHOtrQ,3327,2.7,2099
UzUnpnlH1n346MDgaFMOmw,582,3.82,777
bBRPy8zUvNc0NGbGmkjrZg,501,4.07,1894
w6gKfNnGMVvSfF3VmNYTBA,54,4.24,84
hVU5veeJhLndcBjAS1fLCg,747,3.78,434
nwhBcly3mJKHUPMrg0rttw,716,3.93,447
cr8DlB2ErR898Nhen_0oSA,453,3.53,434
3ybJXMA4RarhAqtO8Dv6MA,462,4.12,428
b0WtWcBI7YI7aFCPhW1AQQ,10,4.36,875
iCYMf_sHRevmzWg8la-LVw,3072,3.59,1333
mbp_UmBlhCeJXAqxoK6foA,286,3.7,527
hIx_UlXULm8th7gS6mnewQ,25,3.8,115
k0Rcr7X9w02tfxD1k-dlsQ,118,3.68,204
aREzu8wiB_1NYMzi_TgN0A,935,4.02,614
mi8LdMhA5MS_9HK8U6C-2A,222,4.05,524
qwBq50vfZX9xc8oqi-nIhg,251,3.82,326
enx1vVPnfdNUdPho6PH_wg,5,4,302
1OocYCAZixwbAXueW75FMw,837,3.93,845
GM_iCKAB1eszzcrTZ0zbfg,338,3.89,245
j-X6katTF0OfkdgO6FQFfw,564,4.31,518
FGhx8r2uv167A2eCsVarpw,31,4.32,64
qPGhjScyxtuHrWXN4A8VXg,1475,4,417
JAFgOs6sMkZEE_nmwHXejw,937,4.1,976
fPCN1X42dXrz4JL4oJyLmQ,219,3.57,190
VJdBLC-9czdAWLYEHUDsNw,114,3.97,150
kTCjjePdw2y0ro5jQsK2jg,9,3.71,13
umIYHRbXtyb_Yy5uThSD_A,238,3.96,1876
To7EBxWC-Yz011V2-tdTvA,575,4.12,1117
T6TjDj9BQuS46xDB8eeHFQ,152,3.45,112
wpTLof7xazxpqvYGOSk2Rw,21,4.33,87
PErwVNJBPnRVlSADno2pYA,20,4.65,386
BdV-cf3LScmb8kZ7iiBcMA,641,3.69,404
0fvlD3__CFMWLnkaOSSZ9g,54,3.8,38
chmWVpPMEyXcx8tgWdIcVQ,70,3.8,431
8DqQqPnWLMllH2Dd0bETtQ,363,3.89,548
hC5DNm-_znN5DyQ2LyB7Lw,138,3.84,138
io7NI06ByR7JthVlS29YPA,175,4.23,535
aRFDw9Y03_ZyOA3zMMcMaw,1040,4.11,3919
hjJULwAKSrz7jscP-e2u5A,125,4.08,285
0cY9FUyTq8Ok8f2R3K9hrg,48,4.13,38
Z7PaVxobw44iejw3hR0UoQ,487,3.53,447
zLXN88v_bTL16zZwCllx9g,201,3.6,764
XiVlH054UZ3A964ZIrBkPg,431,3.87,1313
TYRmBtQs7DCHFPr6jGfsxg,124,3.22,1089
KETa97Knz4ZJZPv53CHGcg,751,3.31,1839
5M_pveGt9Ui2htQfZKkvwQ,276,3.66,50
8Q0xnxT-KrvCl2pQF1qsFQ,423,4.05,1065
duFP2mFpWc-qc21T5XKvNg,324,4.19,701
hfu64kgzsAPCsN-AEkRB0w,174,3.53,1160
woZhhAj9QrzMYBJ8M7uJFA,1262,4.25,1110
GEr0xNpvBSVh_8VneLa5dw,47,3.51,214
n6hHjOuv8NAWubj0U7LFLA,146,3.8,895
YWACSjjhVA3kFWxWGd2S5Q,304,4.48,605
BmGKtjhYkFvMR13-RubrOQ,290,3.88,2015
1vXJWH7L0IMEz5-8aU3SOA,825,4.07,6560
RQT9QoVcQd9gnKhayD5cUw,1525,3.15,3948
DNmeLov3wXNxlxjN5feBoQ,683,4.03,1795
q93KSB8PtxchdgcY17bH8Q,516,4.19,2019
OfdX0DGrAET9jqn_7gkXww,1348,3.3,811
_pBzBgtCTN9PNUPfgPDI8A,2637,4.02,1847
mTRMuXEmozVVw0StZDGrPg,138,3.84,465
Nz0-IPsN4lKsokfMDaScQQ,146,3.77,806
Msr8ueHPhEYL0B1YzChc4w,14,2.21,42
yLW8OrR8Ns4X1oXJmkKYgg,901,3.73,6535
atLaTfIk1efrcO71SEixJw,686,4.04,722
exCObM6cPrmEaKjrX4kH8A,287,4.05,591
tgeFUChlh7v8bZFVl2-hjQ,3262,3.88,6067
2cniYlMu00bNVHMv3J0GjQ,167,3.86,316
0911xXCgLexupPGkDJusLQ,905,4.34,1009
Y1q1tQV-MRmNmXg59PPVuA,192,3.8,4079
TDnoRfgfdcCMxiIQDsH04Q,180,4.01,159
QocP49nZ7Fo-4Rp_QxPuDQ,409,4.02,1400
wi9SvS7xCmKMyElJVlwJdg,213,3.33,700
_yS8hvlOf9B48h_qgyd0CQ,130,3.78,259
sXUh_qwqjBf-3WARjXIiOA,183,3.88,277
WIhrdYTVpkVmkW3Ltr-fVA,846,3.17,308
d9mSbe_sbWVlnaGtlylmfQ,496,3.76,89
jzjcDOIaiJOP5mci0FEStg,94,3.74,104
Syt_iQqW_c9T2_lrvsddqQ,1051,3.92,937
Ugca_SufFZ234iAyPPObMg,145,3.75,732
DeNozkS0rQSRj6kSqf6XMQ,489,3.7,414
re3AdczLFP4D7xwI6DkBNA,2927,3.65,524
ugk0g6vyv2XavpoTaJSy6A,630,3.87,146
e_YQl5LBR7Gdrp_1vdj1yQ,671,3.9,373
c4K55UM0pZvreFSSQUjWxQ,1215,4.19,993
M-yiinJhbWfxl8kNtCm0rw,332,3.2,216
y9NDCsYyKj8c2ROq_35_hQ,433,3.44,457
ucAN8VJoiA-_ysMCgZev1w,162,4.62,5662
wLh4YepDaBzQ1JMrj5fDzQ,931,4.07,1162
uXBFrzS2E8mjgovlyhw28A,117,3.71,136
D1qhK3RDr8BQjhtRA-c9EA,293,4.09,160
Gg0rjBu-g7SrJZfA3jZ3UA,511,3.57,255
IrBr1IBag-P9NKOzcFsSKA,816,3.47,1123
OHWzVtFRFYlJK1tWAslq7g,296,3.63,411
WR6033peFiviFPzAV0yhJg,747,3.66,2755
MGPQVLsODMm9ZtYQW-g_OA,1807,4.06,6139
73DZUFYAXuycbJ_eEAox1Q,1184,4.3,2122
E9R5nnzay86wwXFmRaH_wA,383,3.71,986
PAx6EkkOO19tvNtjuBzVgw,638,3.5,4530
IixIxVQJvJg7SDQM_WCMmw,1387,3.88,1149
qthb9z9n-4EPhkcBFZt-jg,52,4.6,1954
UMGnafF4u1UYQZFOa2wioA,360,3.67,1798
Q0lVWuGEjmy9btWhmjlJ8Q,76,3.82,453
qgbRvkZ8tUiAtNAM34YBzg,269,3.79,187
QE9TSP2fOD9eGyBNr6P32g,110,4.38,974
uP7w9OXyDq9uQOXQHuhaJQ,94,4.2,358
f_dAzxitgwcKAA1WZWbLkQ,278,3.97,349
UjcH_vFmkMEVUW-_HiB2eA,132,3.59,250
qr46T_KsPJU_2J-n9G-ZZg,38,4.13,146
NOq2SPYWZ35EvzxzwVt-kw,682,3.7,590
vSAMMKWt4wwnbuFrnZ6pAw,11,2.25,257
N9CCBsoWaj4CGhqtxvIUKQ,25,3.2,23
302jnQA1vup2oNMabmcSbQ,185,4.02,320
UHEKG3dF_HpvDiZ45Jnspg,136,3.5,245
1ByzhUvQEd4Xe40ygkaMpg,151,3.84,248
MQ_gtoH3gb4ATeH30vDhtA,263,3.67,454
JwQ8oI5iXKaqfBgZSpm19Q,1135,3.66,2150
UI1LI2GRG_K3p-Cr--NuRw,371,3.75,118
ibvH1Y7Rh_tstiWgH0OFTA,1493,3.98,335
JmarPUDYALd9cmjItEA6og,443,4,350
jMzmali07h-XH1YpiiM3AA,111,3.71,44
BlKCEQcc03mNdLA1pVG-XQ,508,3.62,375
Ci2FtyUgZnnNi0y6-tRYEA,1048,3.84,667
zF23ZNDizE0ZmwRDfG-BWA,331,3.61,407
23wQqI-DYwKkIp1av55A1Q,658,3.24,54
8ZryN_S-n48g6rsa3W3QtQ,2934,3.39,2197
cMPJlsuY5IQgJ8N9qICdDw,56,4.1,861
zljoTaUlqCZkTvzqOrg73g,563,3.94,596
eUmVXP9UnoWtz9NSBwY4jA,1053,3.94,1043
__dUOXQ2Pa149eLgsL-tHA,836,3.91,641
Q1jSXhDdn_H77WqXL6WICQ,1012,3.89,1689
jy_RGAeAvNeCv5BxZsUWFA,617,2.97,1854
Oosc-yFCp-NEhWAknCX2NA,51,4,56
E_GAXhVA1_lVC2aFpMQElA,4408,3.81,5328
0B3WbaM1hnn3Xut1bitSyw,385,3.9,354
6p08rh_BYAodK5PpplbtHw,164,4.01,51
IU86PZPgTDCFwJEuAg2j7g,2240,4.17,9217
83HjLPGid6AUUS5MWfJpLg,58,3.9,71
mzW5lM-6kg-c2ecvcO1jqQ,49,4.09,746
JADdo9NEeO5Az9aOYbyvZA,2637,4.03,5284
o5STsEtfvD1Ig0J7Z-1uxA,2469,4.17,6876
eSlOI3GhroEtcbaD_nFXJQ,3186,3.62,5329
zu1TsJ1po_tNKZvkLEN3yA,57,3.32,254
7tDbbhw5VW0P3HAR6Ogmfg,104,3.62,25
Px7Wv8upFSmB4660i9bOsg,243,3.98,721
PmTAFPoq3bufn9FVxCWRvA,664,3.69,406
Z0xqgGaxDrRd-0HsVIvdAQ,61,4.03,87
mEnieIrW8ohdLPh09axz_Q,75,4.08,95
kXdq_tyzV1RbgsjRLyy_yA,380,3.9,654
4OC4NuteeJkPSQeSiJLvRQ,281,4.09,319
QzVLe_5eKc4wy3FoR06q7Q,158,3.69,120
A1-0QfSIG_6nPC6RCpWS6A,412,3.72,68
PdpWp_j67Nfr_oQF-4yKUw,1413,3.78,1131
ikdLkEDRE1vV5oQVPC2f2Q,368,3.86,3812
UKSw9kfoBfdatSMUl-jGnA,495,3.56,6211
L9XZe2Bx6TzqrUp2YbFOLQ,742,3.61,415
ICwMfseYkrB0ZEK8tDUOHw,913,4.06,3819
4nuhIUmFHzlnRf-VjYa8xg,482,3.5,311
pKSVqOWpyVc3dwGogNhphg,948,4.19,449
YM-EoKx3cZKjhQZUT52hFQ,121,3.18,22
Rqg9Rf5ybblqBZ0p5iPn7g,252,4,405
55Vs9UMg1XeUHcDqL_lNlg,132,4.25,691
WmqYmcrdH-Zn_nnllvMSeg,50,4.04,77
QpbySlIOUOkrT9YeV7ugYA,349,3.74,526
IB6su6qGVKcrWl7cOqrqbQ,476,3.79,455
CeIbx69_FGn4QCb-7u5R7g,118,3.43,95
2WnXYQFK0hXEoTxPtV2zvg,665,3.32,381
dDHiYfwOvzOkp53E1V_fTQ,222,3.56,826
B1AnBMTvBn48JPYCOp1G6A,308,3.81,318
D-yGVfdFKhDsgXZXBnygGA,698,4.04,476
khvn7hhX08g33N5niO676w,835,4.07,365
CZQUtmO5NIY-bZWkCqHeJg,842,4.06,1352
SUzKCEJqcrY2xuF-DqxUzg,75,3.86,80
NBJVYt7sO-2WDg3bPwBT0Q,730,3.88,1109
Z88N6qly3Dp5C06XbZ9IMQ,2388,3.83,1564
xzZ7qpTuL02S1ZxdFhg3hg,117,4.23,68
nXorD_LBl8TrPBQVQXFB9g,235,3.43,72
0Eizd6B4BPbxP1a5RUXKYg,187,3.71,194
o-wqIjLZ8OEoP34dyPSj1A,344,3.44,56
88rBeOQildHX35dMSVgKoA,230,3.78,306
wHrIy02OYTKYT1YdxPjhwg,255,3.51,1387
xceJT1G2Yhel3W2lRxRTDA,1199,3.87,773
0c6IfeJFd0n03OIkhMrHFA,444,4.03,1105
b4VMrSIDUQl6T7PDehGH6g,301,4.25,569
ZNJiYLz_6udX3ljXPZ9FJg,405,3.76,343
PjYaEnWRFB7uogiAeaXQQA,364,3.87,1113
fgwI3rYHOv1ipfVfCSx7pg,1926,4.33,8028
ZC5XEWsIbxsxSQb5zN1gpA,273,3.4,130
xxMg8OyUtXFNJ2QXDXF4dQ,642,4.14,634
isEMO0Bc75iPhFoX7NPMog,390,3.96,920
NgX6wFfGP8i8QZZwIZhZbw,583,3.64,1825
nO4bSABjYmR3MVvVjC0EeQ,382,3.69,329
Q8TGsARjdIfWsnXqgQYHhw,371,3.58,382
cTGjie2_BcrIQ42ieMkgGg,188,4.16,169
pOsSRzm0ZOXE9FcJ5pWxYg,844,3.94,1533
