node,count,star,friends
TiPH2ZwSX53uK7IvFSHVYg,1028,3.55,1486
hW_Em7ky__PqMpYjSJ6PRg,139,4.01,65
LJ8U5ZVnFpF8XNUR7DcUng,570,4.06,721
8WdVZJTUNU62N6185bWAIA,264,4.15,159
RLAR2Vnb2klcb2UsfF6FUQ,79,3.78,112
vt4nvD7FNvIMel47ikMifQ,510,3.71,298
ja_Q4WFOOgTkInXUXqf_dw,153,3.42,166
9wdKwQiKwHSQcAXF2I_Z7w,311,4.3,353
EPqet0oa7f8i-6HsncvTKg,76,3.77,112
f9xHtDot9Yjqalc1x_8-0g,825,3.96,1170
4c476nX33LrEFvtNToF4Ow,613,4.09,861
E-l859cXysR01w-_LjKsNw,387,3.58,124
Wjp7Q1d_FLn5VuIJ65guZQ,83,3.9,32
uMrMfnJbSWjHM4Qj2r5fIw,166,3.26,100
azupW8UYwIzcFGchoEz-Dg,413,3.53,607
sNn49OwMPUBhMfozyGz2zw,473,3.86,458
6Fkn2cT6lqNPRQZhXnh-NQ,141,3.78,911
p1N-e1s6XFXzkrXHH8bcdw,204,3.48,132
Wa82CbyQ18SdKJ-8RBXHJQ,307,4.19,137
zh8yKWN_3LdNvH7Ir5xO6Q,1059,3.39,401
no1Eg9lva-cgTTVX4s46dA,92,3.99,86
V2NBXuUOr3pm5CAl4hnKkQ,54,4.53,607
kmuZJhe2UERaTtIm44Z9Ow,149,3.48,186
6rVoU6TfbwPI0bhutDKeNg,362,4.24,163
bDmMAZ46rhEAjOP5cmokWg,363,3.3,312
zR2iAdGWaqN2dq4O-jBZBA,307,3.75,213
RNzqCFcPkIXPf47jq_8s7g,168,3.84,339
FkY-Qg5armK-bXa7-Je7iw,21,3.23,46
B8D9WyakYaObjA2icM7GGw,754,4.04,1126
S2ndDDRSxCuYgC4cHeLp6Q,432,4.1,265
dIQnYbjf-rTxn5dQoRr0bg,1079,3.8,668
RT8Y7PxPzC7DuAjAquNjng,468,4.18,683
daYwff3kBqb5cD8aBZPrLA,857,4.03,2085
VBM59fVH5KiJslWUh04NoA,217,3.51,117
i9iwYQEPQXM_1b0zsEfAcA,141,3.52,58
gqk4X2qaNQ13hqFxT6qkYw,84,3.91,54
W2Lvdg3z7b5qJvg7GOWi0g,339,3.92,162
FKyQWTe-yrm1tRTRveurkA,441,3.3,155
_28ppFytgRQB_8s9NelfYQ,563,4.17,888
iZNs250Zzjga4wSOU1AYcA,722,4.09,247
sqCvvAG8qe0S29IO2A7Caw,170,3.89,111
tUShFCNl4Mb2-kJ5J__w0Q,115,3.6,16
S_XUG5qKJJHRZBFiKY4wHg,51,3.37,7
1uWt3rL2GJiptcflQa35Jg,473,3.92,1651
9Y6RmsKsyJRMZ3P8GwVb-Q,64,2.85,83
jPXDh-LLd5tcF0nbs4BrnA,62,3.68,203
r57IExOT7waWwwdtjwnXXQ,68,3.4,280
djxnI8Ux8ZYQJhiOQkrRhA,2506,4.15,8858
86yRL0HcdowbMME_6HZmVQ,91,4.27,9
Db80SCez0BdYaHdC0xmzoQ,778,3.9,5077
tLwgsdOAHUuGKc7uWZUPxQ,111,3.55,651
bnf7t21SCFw3HWfV_soG_Q,268,3.78,2979
55k31BcLkxb7o3nRXrApRQ,40,4.1,2
rtynohSXGVZPFRhuJc5tew,295,3.75,286
4eFEIEBoLU2HZLOVYD2D0g,290,3.88,217
kcLuh-ck_Zj07TsodaaNUA,663,3.73,1479
niNmcMMNdxEIhsBLntigsg,73,3.26,57
hcZqq-a16ZTjaM2p2MljTg,1059,4.15,971
khiY7BnJTFuiS5bjKtKd5A,11,3.91,42
W8W1fULCFYANG1eqpSRsPA,2,4,16
SZ8qITipYmexfotE5_UaQg,417,3.7,482
6wCncsqMkevDrPGajCqo3w,363,3.81,348
77orrALxKhy6zamnstuMVQ,604,3.65,244
1Bx7Pg9t89DinwsGwSDB-Q,698,4.03,410
Mu6wz7_d6OBgRqkl4_NaXw,1671,3.65,1154
GGCHD6b1IcENHQ-pXLFYVw,542,3.61,153
qe0nqZ2WNO4gstEuoOCseQ,22,4.32,2
rY8zJoH5xf8s5jO3HFoGZw,311,3.5,170
W_PwnQino3yV_QbW1wa2KQ,20,4.88,133
FDQpUh4pC3PAP9rfRuaXmQ,1108,3.8,1629
gbCE8U0pYIIU_amX2_rOrA,216,3.68,351
0AWlzCo0SSc1Uk1K9DudhQ,501,3.75,148
njgBnm5Czhsgj9xOi-C0Sg,589,4.01,481
epcif7RR45Erfp7gZ8uhQQ,134,3.96,359
iw-UryAqI5C4Q8JqVULcHA,266,4.23,29
ACUVZ4SiN0gni7dzVDm9EQ,2093,4.11,6114
AyRa2eaaD2EOkSxdkSrNEA,371,3.95,247
5CX8ilaGZ7kyv2rUxSdQCw,627,3.69,432
hXHDURtplfb4TftXN7mrrg,120,3.51,158
cjotiAHFSbFuvbxTWmGi1Q,1598,3.39,6012
T0GNMDLelTwj3yqyeU3xGQ,149,3.66,919
MMiAi2H4LpWgwMKdIMAdQw,116,3.81,441
MO5NunfTd8Oj1LEwzINsQQ,95,3.91,58
ncvgNeEsAIAuMWYFN2blhg,647,3.71,4061
quBsSLsr7J5XiA7mydCvcg,180,3.43,24
YCZinrPHk4Hm6WgighoS3w,123,3.43,613
VZ0ZGtbJP4WK1rpx-L9RQQ,119,3.62,1120
oPTb71oGPZq-wOGIWLKnWw,208,3.81,1638
HWGrt1MEXlzZ71NGx0YfkA,251,3.48,720
KCKMjBXwlybZrZ7Q1wUAPg,364,3.94,124
rUQ0uTP4lbqbEl7PGhCugA,491,3.53,1332
q619SFusNrhAUqvS_vhCIQ,72,3.73,133
pyK1NsV_aSeXY-j1vSzqvQ,303,3.62,1246
QiYShrXyn1wM00Qdj0KoHA,356,3.81,267
xywXoLnG7qWIayFu8oZQgQ,1227,3.99,3617
oy-K-bNNFy2O9rwKC3dteQ,112,3.73,441
tsW-5R_wHQEYBoM-qfOkUw,94,3.36,717
7GhY902MVShiOUDQstoeog,111,4.65,49
OV6JZ1M5ov65F8PWQzhG-Q,1549,3.68,1397
WFa_RTaO-POWjPDhGAASEQ,103,3.54,4599
fExL6u06xTSg13k945IPAQ,1893,3.63,5167
waN6iwcphiVEoCews4f4CA,1198,4.17,3754
LLREtL06T9gqj2CcUHl8CQ,32,3.5,487
cun967dZl0Q9nMwg_riaIQ,109,3.84,781
lA6PQt7mkZv7ucejytih3Q,241,4.05,498
WCY1CDZCCfXDK4Rd_zR45w,255,3.9,511
1aDE-Xns1vqHgQsegbQlcQ,351,3.64,88
GmpSEv4b0AoIFATqNBu1bQ,878,4.04,255
KFYlDqG-xF1xZpAhQUB3EA,714,3.83,343
eqwYJSlHsGYaotedCtdX0A,1738,3.31,284
5Qdgn9b4KZI7gKX1gLIMeA,328,3.46,2047
Am_xduksyjbTtci9iznc7g,168,3.65,40
AWCY8laHjH0-3HMT0LGpUA,732,3.79,286
tRVHa1T94l10tDn0fIedCw,73,3.79,611
JAsncrDhr4sOZSYkjP2XFg,125,4.28,83
HzoQKKHDq9BI37dyJAAtGA,1145,3.67,1649
TbhyP24zYZqZ2VJZgu1wrg,863,3.59,308
JKQmuH6PKCDXpeZYK3BmnQ,106,3.8,32
nl3bDwEL0bd3zya94OWH6A,506,3.77,407
A-isFft8leVBNBGn2O4BiQ,8,4,593
4KDriLdMCPIXlC-yLEIrvQ,232,3.75,1136
r7GHYNcXMwCxd5SIHNBsAQ,288,4.51,189
Vwslifegl59fQVOe5BH1gw,550,3.96,895
fHS0bQ-l5rHME_xXKQSYXQ,1401,3.95,2417
CxDOIDnH8gp9KXzpBHJYXw,6679,3.34,610
2G9534Zx7ph7y9k_QhbMOw,310,4.23,555
6pDCqee5g6jFB402L15kmg,346,3.92,354
cufhYFdyrUAt4SWe-m0grQ,2422,3.75,6232
YsQeSdrgdme-Yug2hr1HUw,193,3.89,153
Lzd7FTvMOvfg9WmR4MoNxg,1282,3.97,3873
RBZ_kMjowV0t6_nv2UKaDQ,1035,4.32,4276
sFJjEc7ytSUV28Y7PpdMjQ,436,4,131
Mvs4_S_Klo-aiR12keyAYQ,176,3.69,72
jVYzrVblDFSuL3GHtt8ZSA,1030,3.99,2771
W7iLDP6GY4joKZ1zSCOEfA,644,3.85,208
UsXqCXRZwSCSw0AT7y1uBg,2919,3.97,7413
jwbcs_eQ2QznrOyMuqz1LQ,1068,3.97,2861
C3qEstGibMzf_O8ghB4BpQ,343,3.69,1041
cqbEk_xpZmD_iKyrRqzjJw,7,3.3,290
qewG3X2O4X6JKskxyyqFwQ,907,3.95,3975
G3h8pIclwUbuu3itJqF7ug,585,4.11,1964
oUK6Xs5dPPnP4whFeZExGg,834,3.92,1405
D76EFdD5F7XoIIyQmWTQhA,161,4,466
Q9mA60HnY87C1TW5kjAZ6Q,1461,4.15,3509
TQhMhhpQv31E-XjNqwtDUg,205,3.92,72
TIeXcKbDeGBy-UsgSjRJQg,74,4.51,169
NZba-Q-Fp10iF77CTQt24Q,1149,3.67,818
pn2Y9udA1C9Ox1RAPP8zxg,212,3.28,155
IL4O2SIcumu1un5UkgB3FQ,816,4.09,514
AW0tVcfwYZBiwtwYyaX0WA,307,3.64,189
OvslvzLFz1boCXm2weA_Fw,171,3.62,60
qYQNp0KxX2tG-p2Q6e7pxQ,365,3.78,64
4OH-U9PWeBa9HOPM4f3-zg,245,3.54,175
QJI9OSEn6ujRCtrX06vs1w,1982,3.61,5840
v9ZgIl22Q813cCfv1e9RLw,511,3.36,295
bjZazUc9YzAlnOzZGDR8hQ,410,4.06,775
j14WgRoU_-2ZE1aw1dXrJg,4333,3.74,4646
w2qqLgyVPnbRRFUHftDWAA,23,4.35,260
eP-p6lbK7I4iipc_2OIMMg,243,3.86,283
7SBqbGSmdFVl6F46D5c-EQ,40,3.71,31
ifaiZxMhmWGy80zs8ohDYg,965,3.69,212
g8j2ci2FcvmocszcO6ypNw,1615,3.92,1884
OVF9mZMBUEFPY2I-lLzkgA,883,4.12,486
9IqLo4q-SseUKgOkAChEsQ,212,3.47,285
K8VSrOOCdXS9VX5S66W4GQ,1633,3.66,738
2vFUeQGnG8zdLSQkwfChog,413,3.03,4206
b9Azt2DNyTP9QJZdRFs8jw,356,3.83,240
qRBTAUOEWrBY9N1JszH1ow,529,4.08,294
H2l_HY8Um9M9iIdwlw0mfw,73,4.32,649
ONqYv2Re2sLPdspqjsHfsg,788,3.45,1126
4LttfktRgAF_0Bunsyv9BA,390,3.91,297
G6DsO7ViO-XX7_xQF4Y3OA,337,4.2,1811
lExyz31t8t6DBRxmu858eg,499,3.72,796
dxOaeBctWwRENfggJhOfIg,16,4.41,249
VRvD7-JHdWdTQnh1lRCw_A,618,4.01,695
r34WTuxQ8H5I-eWR6bl3Tw,782,3.6,505
xI8Poq2dwn327-B2-kA7mg,117,3.73,68
X1U9yCmR2SfaVjEMgMYkyg,668,3.75,851
8wKZ9gJYJtTdSVWgW7Or6Q,1052,3.77,1463
r9ecgI5mnHgPo4W0fPRqPA,737,3.79,259
NsFfswfKLCRb05F0rV3kvw,362,3.8,587
l-Y2MqBfNKTIh960Dpijsw,226,3.14,851
Z6ctuZkS5H2fRp9sbd-Ekw,61,4.03,89
i9b5MHqCdg6b6rBA9lrr0A,172,3.64,759
pnU0L7MWAKf-FlITzfVNxg,793,3.68,596
cLDb8TcSUnbdyR81f0eRcA,300,4.07,60
BUB_t_Rvzs1yPEzZipkWjw,1863,3.9,4378
8dVpQp0EjrI5zLLCfpl_wQ,234,4.19,501
jbme6UoDggF7NtkItZZyhA,797,3.38,746
k49XnUNhwa_jRdhaG4uE6Q,547,3.9,247
vuDVb8PluZbGeMmEg0sw7g,461,3.83,613
VfOjerIjl765YIkydkMWOg,269,4.62,214
oDa9wgyowQiKkgTG9cPNJw,1256,3.72,1100
OR4CL6OCZJyWUt29H0u1dQ,467,3.83,457
zZkUkK9M0v02qHBCCm5zaA,1058,3.81,755
t4aq9buiAuyciHxr7RvzNg,302,3.63,1048
SlmtW5_j_C5Yac6wPMxOnw,389,3.12,1695
USZx-55MA2-lG2hBu6PWJA,1045,3.76,2323
X60MhC89BL--J13kXdV0cg,977,3.67,548
Ygr8IFuKLQU27Te5_Kl_4A,339,3.81,200
IVWyAFp-9xQ39Y3zO7nehg,716,3.24,418
_u_lF6-BoCDTN_M_bRIZFQ,689,3.86,1398
nmqX1cxPOYHwql5e4U9LuA,1028,3.98,3515
UetrN9E1VqejLhsBd7vmBQ,392,3.67,218
qI3uzegMdq3q3WxAajECGw,961,3.89,4102
iB0FOdMo9hPUhLa5R4E0Vw,187,3.34,442
P_zJ0bvns-RgGdCC2sNi2Q,39,4.3,5277
NK0Es1yyvAK8_ZwlcHXqaA,197,3.71,264
c-lIH2Oh3pRNyRIjQZYu2Q,25,2.27,141
BjtJ3VkMOxV2Lan037AFuw,572,4.3,3009
iyuo4SJ_wMZ7rcbJzexCVQ,509,4.03,428
dR_r5k2quiaXvZ4BlTqhsg,432,3.49,263
7ZauzmeTHuR-8FqnmJbOtA,282,3.94,1507
E4tkmm4KPvrUAOxyMONbiA,521,3.91,2682
QQz6zDII-dt4Ltd63xc2jw,19,3.74,129
n8h6SGjnMd90D7AUsizdPw,312,4.08,1582
jjm1dbT1jS5LoYB4NOV9uQ,145,3.1,155
fSVgD7-80h1KhcQ1lgIcFw,394,3.21,2252
0MFR6Su_osQ2h8mkNu4sPg,199,3.8,285
6LmdYq-mhsaOXHjGh0lvQg,453,3.95,6324
93i3SmY9se2iDQ8mqv5WOA,1600,4.85,787
1bjo-xG3tKF5rQjRx5zW4Q,367,3.98,704
cwGdSQAP6h4AvI2IuzQmiQ,127,3.76,1541
Y9LH7kmYF9NyqYA3DadReA,827,3.58,1483
mGHP3esQQqCEicHLRV-g5Q,337,4.55,6857
7fmAcPFBDbHWp8nxWVv2gg,997,4.03,1187
SxSeTYznS0YKSISgs5hj_Q,455,4.11,2549
O8RYLkWNmZYr2HgKWsmwiQ,899,4.17,422
sFjHSF_ZZawiJKS4XF6FgQ,213,4.21,1853
AVkp6nU-94QuRYZDxO6kpQ,185,4.21,279
_fve2DDscsVRkkJ0wb4BiA,154,3.78,272
OgE-yl_jkBBO6dQCjDeXtg,35,3.63,32
JYbTvGftFunMD-3pvuFlSA,6,3.17,30
_w1VPGRQ57sFIyNg0PXS3g,346,3.61,389
jI5grCzPrcpYgqtNVygWRQ,1201,3.8,2639
RmXIjppHNtVveguN10iO1g,1356,3.79,2015
gxfabDA9RVfDT-LeQ-v4Zw,33,4,112
kuhYz6erOHGKazHex8_KCQ,138,3.59,38
IB6su6qGVKcrWl7cOqrqbQ,476,3.79,455
p7OZx3RIeJPxSM4hP6wqEA,773,3.84,2590
FbccYbRibmccziZPYbx6eA,133,3.92,514
ah4Sh1Rf7ygJINQlk6MyWg,42,3.67,23
kOaWhtN1_RITtFKDh7jX6A,305,3.96,264
sJK5DqfHen5wEfvTjhWI5w,183,3.6,100
HZRfI9weev2Vr_w0jPF8-Q,208,3.47,231
bnKo6L4MgcUbLZH7fmnkrA,536,3.89,1032
TGIQgKjUAR2fbfw8-bZ0Zg,95,3.7,39
aP3GeJVUUqhHTPGLj_9lmg,608,4.49,182
AkTQtc7Dmp2oBpxMyyICGA,54,4.05,851
VG7dOVRGeaGvJ7HISpfE9A,222,3.87,391
wzyGNvArcpUjZauRWFrKHA,2512,3.57,1743
RDRorr5zMD2fablJNAIAyw,112,2.69,46
pB-M3lBpkdjKJnerlHfMKw,195,3.39,335
B60OGNxg1FpQDs1zc8CPRg,72,4.01,224
WGnRlzyfRdcadc_GIr0FVg,65,3.92,359
Irmk76b80fFDBI2XpKLHDA,179,3.83,168
DXh8yxwZCg5Ckj5kmDvKXw,972,3.97,2075
sBYVrXGv643iR5hbtntvEA,89,4.32,896
SKEtwR6wa_MUUoNDWLLefg,89,2.5,3
R6r0RbEeKGLYqbop-4ILVw,59,4.53,653
thY4tADfgZPJwySQmRkG9g,273,3.66,920
To7EBxWC-Yz011V2-tdTvA,575,4.12,1117
xf_vN-BJHNccH8iUhPu4yg,497,3.87,1860
XiVlH054UZ3A964ZIrBkPg,431,3.87,1313
Agbv8YDkOE7V_ZfJseLVOA,403,4.13,1641
4JR-LtcIEWE50F2UnW6T5w,116,4.51,268
GpZpKakwykH-Gsw-1LpLHg,394,3.72,544
xIi1whPhlngewfOSTv_PMQ,392,4.04,470
vRjVhl3ONG2GfWY4NXJZbQ,649,3.35,5751
60iCXLkb9xqhe5cvEun0kg,166,3.9,426
iEONL-v4W46yliYsovCP_g,947,3.65,805
sJocxgGhF9zNhAZrIBuk2Q,251,3.72,398
RXIeMdM988krQQDj6cXwJQ,423,3.97,165
DLarXgBWW3phD5RE7muniQ,212,3.3,84
BmGKtjhYkFvMR13-RubrOQ,290,3.88,2015
37cpUoM8hlkSQfReIEBd-Q,1882,4.39,5685
nVasgze2KsA3jxpeyZHtRQ,226,3.54,362
dDTC6H2_yMHzEljVJOoDNA,151,4.32,48
VgYyVkNQNSu2CzyyBGgtTQ,110,3.85,162
oOfu-75wAzAoAPKzmloHeA,481,4.09,51
YY9eVjWLZSg2eSSoqrZJdA,10,4.5,6
EbzIOck2feoZrGxRjyPDyw,308,3.75,181
FzgeSPVonioMutmnyIMnyA,47,3.82,210
CAy7UDGySy5DzsgCxktpLg,165,4.01,85
pTvR_xN-sWY5-jakTKw1ag,92,4.24,118
iEQHAu1sJIkjAgaB0eh1JQ,366,3.85,305
cO0sWpjjSyIqngT2U4oZ9Q,419,3.19,77
WlgB9SAzYAyHEAlawc27xg,188,3.67,161
dioXbYFdMCyE7zCK90eM3Q,242,3.71,116
3n-8y4LckDDJC7MDLjX0GA,177,3.42,104
AvGJVv7Z3a0q1MJT1Ykd0w,388,4.26,931
oSeE_p_gYxI82APPWJhJjg,324,2.7,100
K2tK3VYPGpsg7UQfOxmHXQ,132,4.55,209
8MrHNUT0QBpD5vHxn1rD2w,416,4,796
XBZ9P694Iem1371FBzcowA,96,3.16,631
aAPG4k9TrIVmAGCVUgfQnQ,34,2.96,576
Wshkpj8aHWuzIeca1QxWTA,175,3.66,183
z18cCYKAdDGtZtYdGNEP1w,8,2.33,118
R-s0RjtnCRaeVW_dZ5DYbw,139,4.05,151
Sf3LGHUsHr5ZocB5b2TdNA,399,4.06,121
ZIOCmdFaMIF56FR-nWr_2A,3315,3.77,11026
uAu772KpSkb-tPFgZmU-lA,286,3.89,152
OevoJTl3xmSgwjec9IWO2g,137,3.81,132
vCzx2yM58DHTEw2qPg0SlQ,29,3.82,97
8gc8dZzfHuH1Q2tf8cz3EQ,178,3.67,125
et5NbaFE66UZN0bjc9-3yw,54,3.84,237
96gKcMrWBgh3DN313rlYMA,32,4.11,123
QRUCiW1LwtHiRDjorK3UHA,458,4.12,559
V2mjs_J_GzkC9sMk1WiXSA,125,3.55,1162
v_p4MEHmlrF42TqPkjS2CQ,44,3.89,94
2OiyOHo7CQY05bFwY55HjA,269,3.64,1522
fNU1k3FS6_w4uZBhhTpRYA,224,3.77,462
WUn2FxhO3wJpmkTEs4ozJw,38,3.93,17
BmThnFPDalpbC1x98aXKaw,233,3.58,210
8IT6b1YOlu6BiQjlZtj_7w,60,3.62,56
LK024LH5eJqihV4TR3Njug,5,3.8,1123
C9pJMYZnXg1fWiRBd8z7og,69,3.53,22
BmCI9_Oxg7018TOxvnUPEg,279,3.58,14
pzh5ufbQWVjj7nKk4LmYLw,7,3.14,2
1HsEXWJoACScgCDDS6eoig,128,3.62,25
XQk-XZKwNim2fsc8_LHksA,176,4.18,394
emz9BPd_Z3q51HpzEFcJnA,56,4.05,7
if-6FnW2g8Y47PWQCismFQ,123,4.27,193
g35P2UgyRK1ercs6rVkN1Q,244,3.59,83
AF2wygvqImI9gbFijr13rw,231,4.05,210
E2RmKWGpVIk1u-cO-ajUGA,127,4.5,208
Oi1qbcz2m2SnwUeztGYcnQ,1371,3.62,10072
IM3D-RlB19foUTlGVuhQpA,82,3.46,33
XeeUnN-5MS4QUyOlHOuKeQ,56,3.93,159
J-urqhA-tYOqvwtxjkJfIA,35,3.94,127
2LfozZiejXfQHcS52-Fv5w,361,3.61,222
1sH89m2CFbR703kjJ2vA9w,195,4.1,361
PTuedEpLlBo4gobyOfwlMg,135,3.72,229
oKNSXiAy4_rOaxNejTVF7w,387,3.4,129
lgUKLRsqvhu4DbM9syzq_Q,388,3.88,790
mhCgPTISrXtsYykVc_q5jQ,82,4.11,262
BpbKNdVAAEW5WF3CZLpUyg,46,4.82,430
_BcWyKQL16ndpBdggh2kNA,4274,3.69,3708
nJcxcHmIKW8u-W__mL7PPQ,34,4.03,22
gUtwjwR5aETa12DowFTGlQ,2,5,8
61FNJUiDqXReViksOYiILQ,1020,3.71,1153
oXHd9HUOGd9Lk_3nUNDYVA,188,3.64,170
mx3H7ezr_6M08mIhirxsQA,27,4.04,185
ZVq0e_GFunhLPIttjRa0Zg,32,4.55,148
TNAydeY2-YiLAlYuJ97Y-w,12,4.75,202
4P8qDuDy3C8s6Rkm5wEI4Q,149,3.71,136
E49HrEWJhBCEIO22PHyvLA,11,2.67,70
40KfMMPq7L3EGReF9x-wLA,595,3.59,175
j-UEavZhxqZgUb-Ixh-pUQ,23,3.56,287
2Gy7OX3zFVfNeeHLhmpzJw,576,3.87,2736
vI-gfEpz63XkPKhazEpowg,33,3.81,8
TOj5yZZEwS3J3fLgo3V3yQ,1117,3.68,769
FleKL7VuzfB9-oLT7YjxUg,109,3.86,78
ZYZNcugF3xUEGyLOVGiZ0Q,2960,3.9,1664
H1JeybD-L2CUMtU5dROnmQ,152,4.21,482
TI7QIfrtWCFFZszVjn8SvA,29,3.68,24
eijfUFNF6flY-cY4Ff6BIA,835,3.69,1229
yEFAq-0aZ086xennFGH8bw,49,3.27,79
1GNCUK9Gkb5HtPjMYdABfw,313,3.53,330
Z7PaVxobw44iejw3hR0UoQ,487,3.53,447
FBs4rJd-mAj5HV2IiOM_NQ,144,3.92,102
0hMC8tPtc_K_ACAj7pss_Q,610,3.95,797
89PdBMBtNBZr94Wrn331Hw,142,3.72,63
Mcl4ANBEXn-9m1pzIjgYnw,15,4.19,323
0wYuREI8lQncPuDw5ztWIA,1311,4.13,600
nkBpODDjnP-nD9uz1Z4YsA,580,3.61,199
GRIwmrNR9ll-4e_fT-kdqQ,421,3.87,421
Wj0tIFlWz_1Uam1VDWYG5g,837,3.83,1470
JhOXyXRkRpjq2DajDeEyvA,22,3.61,20
CfWc6ovKc_Tv-iAlLoRJWw,4,4.25,351
bH3Uc0YNlnKubj8cT4nQ0w,586,3.89,793
AwotTxzd_M5ZevluUUVkwQ,443,4.02,796
4RKq0POQ5jpToRkiiUvJLg,519,4.22,2839
LWwmuZJjI4jeB95fQGbG0Q,2030,4.32,2232
APnknK5EwtWrgQvlUVF16g,633,3.72,653
KOWl_ZhqhYqY33-CbaJubw,565,3.98,1331
HJdFNtGwRUpDI6KvorA4cw,1154,3.22,1061
lYmPbq4gZm7O_a30R5hFPg,326,4.04,370
ScfRzFdKo2ccjJZeQU8oHw,5,4,70
zK__MouHgQpHSmLl3smjww,235,3.92,274
OSbuXWZqW4iouNTKibaw6w,185,3.51,89
xZgbvWE-fF0QEv3k8FwRuw,298,3.46,70
AASvv8zn_hkSucsa4uQQqw,14,3.23,513
3s1-PK0P5SyVtgIxcw-mlw,196,3.9,253
VTRKrPvUgqAYUgO4HBxLQA,129,3.77,1297
ujd6Jn1tYvsVlutQ_Kn4Ig,119,3.46,405
hhIYp_VDKZSzMecFF3YJAg,146,3.35,353
X-8WUdJ1hYidYXQygzTEBw,533,3.67,365
eJnwyot0rLyWN84DwyC0RA,406,3.77,1546
ubUMZFR1MQR8Ak5dlsZLqw,7,4.29,186
a-8ZuiQk4EsWgebrG-K2HQ,491,3.86,292
YAJswo-twIgeKX0mdW2r3A,227,3.78,356
bBd8sOgkhbaEeZHjczV8ZQ,411,4.36,462
FW3VIGFoeEvfCq7c4PzhjA,4,2.4,19
t4WMFl5MMg0HcorAO8eOqA,50,3.85,155
yLOHrp1kv9Ut4-rFVDAN8w,190,4.02,327
_YPhfjny72TJfOYv2CdjNg,3,2.67,8
_ubawFAszv3RFvFRUOGIyw,292,4.03,192
NYQhaGdH4TawTxEKlg27HA,71,3.61,53
5G2IF0VIN3Brl-m45QDXsA,327,3.97,526
pta-L4bIsr0dl8sOiapTFg,150,4.22,52
KeuhteHe76DxDlXnkWoDwA,555,3.21,168
BDyCY898xb7QexX-XJgrEw,155,3.85,106
W8eOY0NSE2eJc4JVZEWvAg,58,4.11,193
4YwesZEX8VPPJOKLfPD7lg,89,3.55,125
cXtE-ZTrNx-hE7usp_f_xg,125,3.67,89
D95U3PjhzASG82ajUwg0Sw,153,3.63,87
YUFqbfAePA8tgT2zE2y4xQ,191,3.78,257
Qr4RnZdwqjrY9_abNPZo9A,225,3.58,186
swpbcT-y9yQHL1Ssx0THMg,8,3.92,882
ie9VaHvAaQgjMJP3Gn-AQQ,188,4,123
i5TFPOK5f82bxBV4JMIphg,57,3.86,149
HVCFAuGla1BN9Vql1tke1A,179,3.68,163
InIyl66DRfceflpM0WDwrA,3,3.67,115
nAVR_Cpf1YzRZzWnF46Peg,7,4,213
EuvpcCAJoNB_Mt2JFoFqJw,49,3.95,544
DXfE0HvBYadSw4WUOhL_TQ,6,3.5,13
17vVd5zdMMSD8ESJ51InjA,13,3.77,155
XbXC6716jA-y7jZOjIFERg,7,4.43,25
TMvOxVVqCGAcBQOYoigiMQ,148,3.79,68
hniklWoOZw_0axg6HTjuvw,11,4.09,323
2dyfZNhtyuHdestczTgWjQ,297,3.35,607
rSIuKMvWfvdKiJjO5YLC8w,139,3.66,130
NMOxipsnXc6olWdHYzXiYA,547,3.84,330
sYJ_8QYp0a0iUybccjH7Mw,15,4.13,151
QiKDAxbOa8Q_wyDMAkBQYg,181,3.9,219
HwCWwx4PXIYJIksZN4MJZQ,558,3.84,749
ryisT19-tzvMyVVi0iLvwA,440,4.4,818
CZ5oqfa68J-eOxYqefF38w,14,3.52,8
2z4CSJ9EH0L-5BmzquYnSg,235,3.32,171
mzL0zHFGyd9866OUljq49g,802,4.06,500
UR5I5oboRkjVwNjUwFdZPg,159,3.82,161
GUWA3p-w_IK8QOdkXEzu8Q,125,3.62,35
Cf8Jw9yX8RrG-l4PQoMkuw,268,3.98,67
5VKAUiD0kqoqXK6pWPOFpQ,1,5,21
j9tpcm_UoS-uN4jDaf-VvQ,27,4.74,12
_hPjqzQDiyw1-4U_IAETpg,615,3.83,1184
DaV7jKNC9VuBM-0XTT2IgQ,617,3.76,2446
04hS_dGfUZd_5iJYRdPHLw,333,3.84,108
kyI_3H0gY_HQ9Qv6ouzt8A,311,3.84,277
j5rlV6XsBvmV3JIypF_TPg,23,4.26,42
8hK0rCcIYSdik9HMO0X2Jw,25,3.92,70
Le9KD2nTc1VR8vGykR6qLg,185,3.43,776
cR5bvpc0xeQpm-Bsx67A8w,270,3.58,185
Lb-0y35-vafOkfd9YBWXLA,467,3.96,712
X1nvKXUJ5Lp3W9Oe-_JrMQ,451,4.01,554
yA7KZuswD0f_udzYIO-GHQ,84,3.83,105
RkOdQL51_KAkxlGbIUIXIA,164,3.85,176
RMrWegRjr3gn_g7fOLxHRA,227,4.15,265
vr-Rw3nMKIgGrVNT6A7p9g,554,4.07,181
I30Q5xP79wRuEWJyfiiarw,255,3.62,129
1WEHUvZ2Qqlc46_qHsOOFA,149,3.99,135
P4iywYHwhZuersWm5moVuw,218,4.01,19
F8auhq18VZ4cIklADNUfHA,1,1,2
YnCHoIxBrRNPcqhaTpZO1w,5,3.92,76
B3wkelZcsk_QmIg17QSKMQ,360,3.5,146
7wlG7YooB2AUZRyKnqEi1A,91,3.99,77
