node,count,star,friends
qVc8ODYU5SZjKXVBgXdI7w,585,3.91,14995
1XM-kPp37G3cs2JJAPORhw,182,3.75,187
CiNybPWx4BPl-Dpg95bsKg,5,3.67,51
E5MwIwYX-bJnslhVMPko3w,56,3.77,11
6G4Ho6jBuaSmKAOZui8zjg,111,3.94,46
Zvq_R3uYTGkkx1ehy1T8Gw,124,3.81,82
O5-i3NFn5ixP98A3snTnZA,24,4.32,5
3Vd_ATdvvuVVgn_YCpz8fw,664,3.35,1908
yvhGlUP9I6OOi_nwex1lJw,7,3.57,132
010pekBIqnWFg-wnN0W2HQ,80,4.76,27
Bsgv_yNkybcTLXQy0Rb05A,21,3.44,219
BRubIt664FLJ2zVC0ekfJw,36,3.46,42
d9Odxvu5k8K0A3ZfUsMTKA,202,2.86,110
ebbw0Ei8wGKvyzIkdzb9bg,133,3.86,177
k63q-qpsas-rz1WlLrdZNA,21,3.78,39
MN6vTCeRKWU44M7xwhQc7w,966,4.08,5275
QTfpsW30gzqqHk2xYHP8Vg,28,3.64,7
FlvxeXfNW8IHDYDIsHjSgg,327,3.75,166
yFpmlk4flcdeIx7bAorSHA,164,4.08,476
SRWO8Pe9CG9K2m01wC7UIw,38,2.04,7
c4mBPAf11kdqUO7E_H_4jw,3,4,68
onyiYr0azlRTpEl6NF3pCA,6,4.5,262
HYPWb4HI-HGtVpQrBicxNA,165,4.09,444
fWXz7f0h3UKp1kpuyGAmWw,4,1.6,143
Gb9rp_68C4KerFIRtpXO8A,1,1,50
lGYnFPl4h02KQIV8GqypTA,196,3.65,329
JLfcYw1KJI4rX0OXW8t6Iw,11,4,112
w36S-T7k39Te3-I0AolugQ,10,2.17,589
0KIqOiH1dg-zrSypP4QF_Q,4,2.6,140
uV2zqKVUFrDVqTLz7n79lg,68,4.42,276
BxY0kbXV4OPSJDmV0YspXg,7,3.86,141
PAQ3wG5ambuWNnN3MEZUPg,2,5,187
mct4RiTCWQbP-5ipLGyzWA,7,4.88,65
xiV2pO5ZjfM0XKA8Xzdp0Q,1,5,407
WRNCBhK-FXpLG8xBUXo33g,3,4,134
YmVRb8U7UMDEsEQSS5ieKw,2,4.5,117
EWTmNHQrl9d_MQeizYxyNQ,2,3,714
wPPf33gkfKc1PhN_VM9oMw,3,4.67,42
VZ31WAp7Cd2ySqCI724m8w,2,3,282
z3Dqmbop8CxOWNA0EPvi3g,5,3.2,72
H_WUmi0snBAYCl2u8C6mCg,19,4.33,27
lJVEySvAufOawPfdVVq7oA,1,5,81
NQ-aqDPxD1ZWDy6KkmlJZQ,1,5,379
ruvh7HDSRrT0LR6OG9ZXYw,3,3.67,66
vYU9SX1AHIp_8zkEkmJAhA,2,5,175
d6mXANE99cplbMInId2zaA,1,5,250
U1w6nNyv3JY7wdx8sYiUwA,1,4,352
_NXlwaLj0ttrh-DW9bm-hw,1,4,89
S2ilEvceTVi5FQnp9085Fw,1,5,86
wORAGMNb8xOES_M-DAiL8A,27,3.96,112
t8cWRwR_US49CObr0M61DA,51,3.36,841
grx8-y7AbMs96b2y7jhVaA,25,4.52,434
E6e7Ifg-LHyAjnItF3Oyyw,10,3.2,725
gkN9OcFmw9sqYCZ6_q9XiQ,134,3.56,582
uE1kxIrj2sbRT4PRyAGAig,1,5,412
L-EkFbrmWNG-NTkv4l0ENQ,2,1,457
v9OmmkN5H_u5M_896tCboA,1,3,73
KBLHbS8SYjMc_8b--wszTA,2,5,102
nkdYc_MnGxt9ikR841L15A,1,5,153
8Kt2Z1S4Ln5B_ax84uWXcw,62,3.56,152
G282guQMQe6sVzKhK85u0Q,3,4.67,236
ehJHeYw_F0zL7T4E1AasAw,3,3,102
_DeAed9GRP3k8-dcCdJ4sw,20,4.43,132
53EPbmhaQnncPD03cptlNw,2,2.5,307
CfqaXxfZJr-pq7GJt5-F1w,3,5,519
GRbnjgO710wmgGs9jUhOtw,4,5,586
XP0h-Y5egayKcQpqE5UqEA,15,4.93,68
mNW7PRuDW04ZBKde1ou7Pw,65,4.35,107
ti0FaV-0IZXe_9oOk05P1A,7,5,284
60wbbmJOL3XGpauWovcs8A,3,4.25,259
9Ab-RqpRnkaYqWZx2MRv7A,3,3.67,501
vKuJDaoP7FRrZMhNGA4HAQ,7,3.29,57
hC951hFK-Yq93B0wIrNkCA,9,3.9,141
3G13CB2Y5MW3g_K7NjWU6Q,3,3.67,224
Bf8wWYljE8Mj4x3y6gPlFA,6,4.67,137
dkgJxMMNAyy8RKr9b7xXOA,1,5,102
mWUSHP4u8vCTD1_G5QCliA,2,5,87
lrjyIymxowf3FjcJP--MBg,7,3.86,96
vjdFQ45eKPosFGRI32lHLA,4,4.5,93
dnx_afnr8k7xx2VBeouN0g,1,4,601
7tJktJdig2q__6JuTMjriQ,10,3.7,72
zPOnEJBJWsyo1jjHk0Yj_Q,9,4.44,62
tPSHqxurZkmTGPabZyLHOQ,3,3.64,42
AjPwghFPBdMenyoqHM8vDg,5,5,68
yYdYf7QUUj1V-Six0sOlHw,39,4.1,232
gQ1_LWr3OmubNmxjbUk6qg,1,4,190
BQHQ_Cpfn4IWAMBO-BCC8w,1,3,9
qrjPEhigbuANydzz9CsvVg,4,4.5,34
0E-IU4qDXps1MHQhNZx6vA,276,3.77,76
hRIJfoFN1aOxcwf1dpLuvQ,39,3.85,23
n7ihPTbqqInh5R_naUkkDA,74,4.35,384
PJ2Mlapn3OjXt5FfabzCDg,22,4.09,83
qCp9g5xChTTJ8_SooiAG7Q,5,2.8,35
SQsvdEqz_47p0ebDOrUyUQ,60,4.25,172
CYAk-WF153QqW0q1w__OQg,26,4,45
TuVhlQl2vwcyAyrR4n0Mog,11,4.82,10
uyf82_MmWrbmWZtSIENLkg,1,5,30
Y55WaWvoQDKelDo2GBHlew,7,2.14,151
BbkdmXqBUULgCaIDAhy3oQ,1,5,151
EMB8sLm1LA-aPQRYby1-0Q,12,3.58,43
r2pcziWBBRdJxYMCMe3VcQ,10,3.91,229
TrSz2nlKpFoK-cSQNX-83Q,20,3.85,22
oOsqLg28BxmvPuaEeliWKA,16,4.69,35
TItFQ-4l-OYUAZKpRP3ZvQ,49,3.42,68
ug2NiDqMgrg_9mLgNnbv5g,24,4.21,87
H-PUXKcmpyva1V6qeeDpDA,52,4.35,288
wUlEIOKWfyvAuo3y--qrng,1,1,63
l1jZJAovFfWLu369toti-Q,3,4.67,15
QfGrefFYhnI5tdcgyYRWAw,2,5,43
nG5SVcG5LC-p8Qc0hPMMoA,2,5,114
ZAc5vMMYLgyYqgjHXGce3Q,117,4.11,229
0JhoLZTnNrA_vN58wusSSg,5,4.2,82
tWitU1Gj_GOscixKsHv8-Q,124,3.8,530
u75Mqa6emhvWdKvtHW37Fg,37,4.16,52
j7XQkKO3_hNMt-Gnj9WK8A,22,4.55,103
L6iE9NpmHHJQTk0JQlRlSA,7,4.43,1285
RAHM7Ry0pqWV2iMnNvDi8Q,20,4,23
CFmN0gAX4yBo8rcb2kAMzA,23,4.61,952
ckP3NyT0xouVlrHzU0htMQ,2,3,37
03lJM1M87gUcl4brHSO6Gg,14,4.29,59
MYfDiTLdtPBd_CMZfSpIZA,17,3.68,59
lu3MfAOkg-Qau7OGVMvxNg,19,4.48,184
-2nNiAnDaSbQayynsqgL6Q,207,3.64,338
ChCw2-ooXAG_Dt4Cifd9YA,2,4.67,22
LpzEirvFSkCB9ePmGHvn6g,1,1,65
WwulXySQN8t2hwqH_yWurA,1512,4.59,6896
YdL9Kqz5dOt1jGPEeMbJ1A,35,3.92,222
nR2B1Bx94j68U0_rqloJ7g,3,3.25,1654
gnSMs_kuZMFlRbBKZ0qw8w,4,1,549
awa1gIhRGpuuNVX5BWhRyw,4,3.75,71
fgnnBQzCxlCAXbh_7h47dQ,2,3,85
ShAEuAUNY4eAozvYZGV7xA,60,4.15,106
ZweEZiHQb1FiQ6Q1C4wEaA,3,5,179
KDPGLuHi-5w02IZPspFblQ,12,4.08,1327
